"EXTF";700;21;"Buchungsstapel";12;20251204135828359;;"JE";"JERA2FIBU";"";2006873;2605;20250101;4;20251001;20251031;"Amazon 2025/10";JE;1;0;0;"EUR";;"";;;"";;;"";""
Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land und UStID (Bestimmung);EU-Steuersatz (Bestimmung);Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Leerfeld;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;Bezeichnung SoBil-Sachverhalt;Kennzeichen SoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord.Steuerperiode;Fälligkeit;Generalumkehr (GU);Steuersatz;Land;Abrechnungsreferenz;BVV-Postion;EU-Land und UStID (Ursprung);EU-Steuersatz (Ursprung);
5,16;"H";"";;;"";1814;6770;"401";2010;"XRE-4680";"AU2025-77987";0,00;"Markus,Aicher Amazon Kommission Markus,Aicher Amazon Kommiss";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
128,52;"S";"";;;"";1814;69001;"";2010;"XRE-4661";"AU2025-77990";0,00;"XRE-4661 Mitterhuber,Ulrich Artikel bezahlt Mitterhuber,Ulri";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
19,72;"H";"";;;"";1814;6770;"401";2010;"XRE-4661";"AU2025-77990";0,00;"Mitterhuber,Ulrich Amazon Kommission Mitterhuber,Ulrich Amaz";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
48,50;"S";"";;;"";1814;69001;"";2010;"XRE-4663";"AU2025-77979";0,00;"XRE-4663 Rüdiger,Haack Artikel bezahlt Rüdiger,Haack Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
7,50;"H";"";;;"";1814;6770;"401";2010;"XRE-4663";"AU2025-77979";0,00;"Rüdiger,Haack Amazon Kommission";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
44,90;"S";"";;;"";1814;69001;"";2010;"XRE-4663";"AU2025-77979";0,00;"XRE-4663 Rüdiger,Haack Artikel bezahlt Rüdiger,Haack Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
6,95;"H";"";;;"";1814;6770;"401";2010;"XRE-4663";"AU2025-77979";0,00;"Rüdiger,Haack Amazon Kommission";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
50,50;"S";"";;;"";1814;69001;"";2010;"XRE-4663";"AU2025-77979";0,00;"XRE-4663 Rüdiger,Haack Artikel bezahlt Rüdiger,Haack Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
7,81;"H";"";;;"";1814;6770;"401";2010;"XRE-4663";"AU2025-77979";0,00;"Rüdiger,Haack Amazon Kommission";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
27,33;"S";"";;;"";1814;69001;"";2010;"XRE-4653";"AU2025-77999";0,00;"XRE-4653 SylaTech GmbH Ralf,Hohl Artikel bezahlt SylaTech Gm";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,87;"H";"";;;"";1814;6770;"401";2010;"XRE-4653";"AU2025-77999";0,00;"SylaTech GmbH Ralf,Hohl Amazon Kommission SylaTech GmbH Ralf";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
46,91;"S";"";;;"";1814;69001;"";2010;"XRE-4653";"AU2025-77999";0,00;"XRE-4653 SylaTech GmbH Ralf,Hohl Artikel bezahlt SylaTech Gm";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
7,25;"H";"";;;"";1814;6770;"401";2010;"XRE-4653";"AU2025-77999";0,00;"SylaTech GmbH Ralf,Hohl Amazon Kommission SylaTech GmbH Ralf";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
11,80;"S";"";;;"";1814;69001;"";2010;"XRE-4708";"AU2025-78043";0,00;"XRE-4708 jörg,meyer-schönbohm Artikel bezahlt jörg,meyer-sch";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
1,82;"H";"";;;"";1814;6770;"401";2010;"XRE-4708";"AU2025-78043";0,00;"jörg,meyer-schönbohm Amazon Kommission jörg,meyer-schönbohm ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
43,80;"S";"";;;"";1814;69001;"";2010;"XRE-4679";"AU2025-77973";0,00;"XRE-4679 Heiko,Hartl Artikel bezahlt Heiko,Hartl Artikel-Ste";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
6,76;"H";"";;;"";1814;6770;"401";2010;"XRE-4679";"AU2025-77973";0,00;"Heiko,Hartl Amazon Kommission Heiko,Hartl Amazon Kommission ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
44,80;"S";"";;;"";1814;69001;"";2010;"XRE-4678";"AU2025-77955";0,00;"XRE-4678 ,florian Artikel bezahlt ,florian Artikel-Steuer be";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
6,92;"H";"";;;"";1814;6770;"401";2010;"XRE-4678";"AU2025-77955";0,00;",florian Amazon Kommission ,florian Amazon Kommission Versan";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
20,40;"S";"";;;"";1814;69001;"";2010;"XRE-4673";"AU2025-78009";0,00;"XRE-4673 Dieter,Rösner Artikel bezahlt Dieter,Rösner Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,15;"H";"";;;"";1814;6770;"401";2010;"XRE-4673";"AU2025-78009";0,00;"Dieter,Rösner Amazon Kommission Dieter,Rösner Amazon Kommiss";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
32,62;"S";"";;;"";1814;69001;"";2010;"XRE-4686";"AU2025-77989";0,00;"XRE-4686 Harald,christandl Artikel bezahlt Harald,christandl";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
5,00;"H";"";;;"";1814;6770;"401";2010;"XRE-4686";"AU2025-77989";0,00;"Harald,christandl Amazon Kommission Harald,christandl Amazon";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
29,40;"S";"";;;"";1814;69001;"";2010;"XRE-4662";"AU2025-77994";0,00;"XRE-4662 ,kostas Artikel bezahlt ,kostas Artikel-Steuer beza";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,54;"H";"";;;"";1814;6770;"401";2010;"XRE-4662";"AU2025-77994";0,00;",kostas Amazon Kommission ,kostas Amazon Kommission Versand";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
24,15;"S";"";;;"";1814;69001;"";2010;"XRE-4650";"AU2025-77966";0,00;"XRE-4650 Gerhard,Fasching Artikel bezahlt Gerhard,Fasching A";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,71;"H";"";;;"";1814;6770;"401";2010;"XRE-4650";"AU2025-77966";0,00;"Gerhard,Fasching Amazon Kommission Gerhard,Fasching Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
26,40;"S";"";;;"";1814;69001;"";2010;"XRE-4712";"AU2025-77984";0,00;"XRE-4712 Ignacio,Andrada Artikel bezahlt Ignacio,Andrada Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,08;"H";"";;;"";1814;6770;"401";2010;"XRE-4712";"AU2025-77984";0,00;"Ignacio,Andrada Amazon Kommission Ignacio,Andrada Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
49,40;"S";"";;;"";1814;69001;"";2010;"XRE-4691";"AU2025-78018";0,00;"XRE-4691 ,Mira Artikel bezahlt ,Mira Artikel-Steuer bezahlt ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
7,63;"H";"";;;"";1814;6770;"401";2010;"XRE-4691";"AU2025-78018";0,00;",Mira Amazon Kommission ,Mira Amazon Kommission Versand";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
43,84;"S";"";;;"";1814;69001;"";2010;"XRE-4685";"AU2025-77977";0,00;"XRE-4685 Objektpflege und Objektabgrenzungen Robert,Mann Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
6,78;"H";"";;;"";1814;6770;"401";2010;"XRE-4685";"AU2025-77977";0,00;"Objektpflege und Objektabgrenzungen Robert,Mann Amazon Kommi";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
36,80;"S";"";;;"";1814;69001;"";2010;"XRE-4688";"AU2025-78003";0,00;"XRE-4688 Dietmar,Musch Artikel bezahlt Dietmar,Musch Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
5,68;"H";"";;;"";1814;6770;"401";2010;"XRE-4688";"AU2025-78003";0,00;"Dietmar,Musch Amazon Kommission Dietmar,Musch Amazon Kommiss";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
35,80;"S";"";;;"";1814;69001;"";2010;"XRE-4714";"AU2025-78040";0,00;"XRE-4714 Rafal,Materla Artikel bezahlt Rafal,Materla Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
5,53;"H";"";;;"";1814;6770;"401";2010;"XRE-4714";"AU2025-78040";0,00;"Rafal,Materla Amazon Kommission Rafal,Materla Amazon Kommiss";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
33,98;"S";"";;;"";1814;69001;"";2010;"XRE-3659";"AU2025-76538";0,00;"XRE-3659 Rohr-und Metalltechnik Deutschland Simon,Johne Arti";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
5,27;"H";"";;;"";1814;6770;"401";2010;"XRE-3659";"AU2025-76538";0,00;"Rohr-und Metalltechnik Deutschland Simon,Johne Amazon Kommis";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
33,98;"S";"";;;"";1814;69001;"";2010;"XRE-3659";"AU2025-76538";0,00;"XRE-3659 Rohr-und Metalltechnik Deutschland Simon,Johne Arti";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
5,26;"H";"";;;"";1814;6770;"401";2010;"XRE-3659";"AU2025-76538";0,00;"Rohr-und Metalltechnik Deutschland Simon,Johne Amazon Kommis";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
18,13;"S";"";;;"";1814;69001;"";2010;"XRE-4655";"AU2025-77981";0,00;"XRE-4655 Markus,Weber Artikel bezahlt Markus,Weber Artikel-S";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,23;"H";"";;;"";1814;6770;"401";2010;"XRE-4655";"AU2025-77981";0,00;"Markus,Weber Amazon Kommission Markus,Weber Amazon Kommissio";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
26,54;"S";"";;;"";1814;69001;"";2010;"XRE-4655";"AU2025-77981";0,00;"XRE-4655 Markus,Weber Artikel bezahlt Markus,Weber Artikel-S";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,74;"H";"";;;"";1814;6770;"401";2010;"XRE-4655";"AU2025-77981";0,00;"Markus,Weber Amazon Kommission Markus,Weber Amazon Kommissio";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
